500	1	2,535315	2,534997	2,536559	2,558946	2,55458	2,5440794	
500	2	2,61409	2,59324	2,586225	2,552643	2,606878	2,5906152	0,0465358
500	3	2,53545	2,565417	2,568382	2,551914	2,583128	2,5608582	-0,029757
500	4	2,538638	2,578003	2,568633	2,550147	2,559766	2,5590374	-0,0018208
500	5	2,535909	2,540096	2,53637	2,542477	2,546554	2,5402812	-0,0187562
500	6	2,538628	2,533338	2,540144	2,531896	2,533922	2,5355856	-0,0046956
500	7	2,539703	2,537593	2,534975	2,533313	2,537815	2,5366798	0,0010942
500	8	2,53543	2,538926	2,534529	2,537613	2,536314	2,5365624	-0,0001174
1000	1	20,263469	20,353251	20,287457	20,3711	20,278137	20,3106828	
1000	2	20,51376	20,574258	20,5154	20,553257	20,546747	20,5406844	0,2300016
1000	3	20,551912	20,462374	20,489831	20,472379	20,427506	20,4808004	-0,059884
1000	4	20,41277	20,474359	20,464847	20,454661	20,417011	20,4447296	-0,0360708
1000	5	20,34142	20,363237	20,341312	20,335717	20,351161	20,3465694	-0,0981602
1000	6	20,358231	20,353475	20,346922	20,346258	20,326359	20,346249	-0,0003204
1000	7	20,348	20,350093	20,338099	20,351537	20,368238	20,3511934	0,0049444
1000	8	20,394309	20,330563	20,352015	20,355175	20,373846	20,3611816	0,0099882
